courses_id,student_id,course_id,enrolled_semester,course_grade
352,3641,2008-2,101,F
353,3641,2008-2,243,A-
354,3641,2003-1,102,B+
355,3641,2004-2,108,A
356,3641,2002-2,163,C+
357,3641,2002-3,105,A-
358,3641,2003-1,175,B+
359,3641,2003-1,180,B
360,3641,2003-2,83,A
361,3641,2003-2,212,C
362,3641,2004-1,103,B
363,3641,2004-1,292,A
364,3641,2008-2,117,F
365,3845,2002-2,83,C
366,3845,2002-2,212,D+
367,3845,2003-1,222,B
368,3845,2004-1,81,A-
369,3845,2002-1,180,A-
370,3845,2003-1,88,C+
371,3845,2003-2,106,C+
372,3845,2002-1,105,B+
373,3845,2003-2,87,B+
374,3845,2004-1,104,A-
375,3845,2002-1,84,D+
376,3845,2002-1,102,C+
377,3845,2002-1,85,B+
378,3845,2003-1,103,B+
379,3845,2003-2,107,B
380,3845,2003-2,108,B+
381,3845,2002-1,222,F
382,3845,2002-2,292,A-
383,3845,2003-2,89,B+
384,3864,2004-2,272,RE
385,3864,2004-2,83,RE
386,3864,2004-2,89,RE
387,3864,2004-1,175,B+
388,3864,2004-1,82,C+
389,3864,2004-1,128,A-
390,3864,2004-1,197,C+
391,3864,2004-2,205,RE
392,3864,2004-2,279,RE
393,3864,2004-2,204,RE
394,3874,2009-1,68,B+
395,3874,2009-1,89,B
396,3874,2009-1,91,B+
397,3874,2009-1,102,C
398,3874,2009-1,104,A
399,3874,2009-1,82,A-
400,3880,2002-2,213,A
401,3880,2003-2,87,A
402,3880,2003-1,222,A
403,3880,2002-2,212,A-
404,3880,2003-2,89,A
405,3880,2002-2,285,A
406,3880,2003-1,82,A
407,3880,2003-1,292,A
408,3880,2003-2,83,A
409,4258,2006-1,292,C+
410,4258,2007-1,243,B+
411,4258,2007-2,101,C
412,4258,2007-2,205,F
413,4258,2008-1,218,D+
414,4258,2008-1,272,C
415,4258,2006-1,202,D
416,4258,2007-2,106,C+
417,4258,2008-2,108,C
418,4258,2009-1,89,C
419,4258,2009-2,100,B
420,4258,2010-2,215,B
421,4258,2006-2,197,C+
422,4258,2007-1,91,B
423,4258,2008-1,102,F
424,4258,2008-2,89,D+
425,4258,2008-2,100,F
426,4258,2008-2,102,C
427,4258,2008-2,107,D
428,4258,2006-1,197,WF
429,4258,2007-2,100,WP
430,4258,2007-2,107,WP
431,4258,2008-1,68,WP
432,4258,2009-1,218,C
433,4258,2009-2,107,C+
434,4258,2009-2,205,D+
435,4258,2006-1,175,B+
436,4258,2006-2,83,B
437,4258,2007-1,88,C
438,4258,2007-2,104,B+
439,4258,2007-3,279,B+
440,4258,2008-2,205,F
441,4258,2006-1,82,C+
442,4258,2006-2,202,C+
443,4369,2012-2,79,B
444,4369,0000-1,159,TR
445,4369,0000-1,208,TR
446,4369,2010-3,244,A-
447,4369,2012-1,93,B+
448,4369,2012-1,95,B
449,4369,2020-2,96,B+
450,4369,0000-1,233,TR
451,4369,2012-1,90,B
452,4369,0000-1,70,TR
453,4369,0000-1,176,TR
454,4369,0000-1,215,TR
455,4369,0000-1,231,TR
456,4369,0000-1,265,EX
457,4369,0000-1,295,TR
458,4369,2010-2,80,B+
459,4369,2011-1,92,A-
460,4369,2012-1,94,A-
461,4369,2012-2,109,A-
462,4369,0000-1,158,TR
463,4369,0000-1,209,TR
464,4369,0000-1,224,TR
465,4369,0000-1,269,TR
466,4369,2010-1,73,A
467,4369,2011-2,97,C
468,4369,2012-2,99,B+
469,4395,2005-1,88,RE
470,4396,2008-1,82,D+
471,4407,2002-2,163,C+
472,4407,2003-2,83,F
473,4407,2003-2,180,B+
474,4407,2004-1,103,B+
475,4407,2002-2,89,B+
476,4407,2003-2,292,F
477,4407,2004-1,88,C+
478,4407,2004-1,292,B+
479,4407,2002-1,81,A-
480,4407,2003-2,175,A-
481,4407,2003-2,87,F
482,4407,2003-2,279,B
483,4407,2004-1,285,B+
484,4407,2004-2,106,B
485,4407,2004-2,107,A-
486,4407,2002-1,162,B+
487,4407,2003-1,202,A-
488,4407,2003-2,205,C+
489,4407,2004-1,102,B+
490,4407,2004-1,104,A
491,4407,2004-2,87,A
492,4407,2004-2,83,A-
493,4407,2004-2,108,A
494,4407,2004-2,197,B
495,4407,2002-1,210,A
496,4407,2003-1,82,A-
497,4407,2003-1,105,A-
498,4446,2005-1,88,B
499,4446,2004-2,272,C+
500,4446,2005-1,103,A-
501,4446,2005-2,106,B
502,4446,2005-2,108,B+
503,4446,2004-1,82,A
504,4446,2004-1,205,C+
505,4446,2004-2,204,B+
506,4446,2005-1,104,A-
507,4446,2005-2,105,B
508,4446,2004-1,84,A-
509,4446,2005-1,102,C+
510,4446,2005-1,128,B+
511,4446,2005-1,273,A
512,4446,2005-2,83,A-
513,4446,2005-2,107,C+
514,4446,2005-2,163,C+
515,4446,2004-1,197,A-
516,4446,2004-1,279,C+
517,4446,2004-2,89,C+
518,4446,2004-2,180,C
519,4446,2004-2,83,C
520,4484,2003-1,82,A
521,4484,2003-2,87,A-
522,4484,2003-2,163,B+
523,4484,2004-1,180,B+
524,4484,2003-1,162,B
525,4484,2003-2,83,A-
526,4484,2003-3,105,B
527,4484,2004-2,107,B+
528,4484,2003-1,210,A-
529,4484,2003-2,213,A-
530,4484,2004-2,108,A
531,4484,2003-1,84,A-
532,4484,2003-2,212,C+
533,4484,2004-1,205,WP
534,4484,2004-1,104,A-
535,4484,2004-2,106,B
536,4484,2004-1,88,A-
537,4484,2004-1,102,C+
538,4484,2004-2,285,B
539,4484,2003-1,175,A-
540,4484,2003-2,89,B
541,4484,2004-1,103,B+
542,4484,2004-2,205,D+
543,4484,2004-2,279,B
544,4508,2002-2,180,D
545,4508,2002-2,292,F
546,4508,2004-2,162,C+
547,4508,2002-2,4,F
548,4508,2004-2,292,C
549,4508,2002-2,243,F
550,4508,2002-2,266,B
551,4508,2004-2,133,B
552,4508,2006-1,180,C+
553,4508,2006-1,243,C
554,4518,2003-3,105,A-
555,4518,2003-1,175,A-
556,4518,2003-2,83,A
557,4518,2003-2,87,B
558,4518,2003-2,212,A
559,4518,2003-2,272,B+
560,4518,2004-1,102,B+
561,4518,2004-1,104,A
562,4518,2003-1,82,A-
563,4518,2003-1,213,B+
564,4518,2003-2,89,A-
565,4518,2004-1,205,B
566,4518,2004-2,107,A-
567,4518,2003-1,285,A-
568,4518,2004-1,88,A
569,4518,2004-1,103,B
570,4518,2004-2,106,B+
571,4518,2004-2,162,A-
572,4518,2003-1,84,A-
573,4518,2004-2,108,A
574,4538,2003-1,292,C
575,4538,2004-1,180,A-
576,4538,2004-2,272,A-
577,4538,2005-1,202,B+
578,4538,2005-2,107,C+
579,4538,2003-2,286,C+
580,4538,2005-1,102,A-
581,4538,2003-2,163,B
582,4538,2003-2,197,D+
583,4538,2003-2,279,B+
584,4538,2004-1,82,B
585,4538,2004-1,197,B
586,4538,2004-2,83,A-
587,4538,2005-2,106,B
588,4538,2003-1,162,B
589,4538,2004-1,84,A-
590,4538,2004-2,89,A-
591,4538,2005-1,104,A
592,4538,2002-2,292,D
593,4538,2003-1,210,B+
594,4538,2004-2,205,A-
595,4538,2005-1,88,B+
596,4538,2005-1,103,B+
597,4538,2005-2,105,A-
598,4538,2002-2,229,W
599,4538,2004-1,175,B+
600,4538,2004-2,87,A-
601,4538,2005-2,108,A
602,4566,2003-1,84,B
603,4566,2003-1,104,A
604,4566,2003-2,83,A
605,4566,2003-2,87,A-
606,4566,2004-2,89,B+
607,4566,2004-2,106,B+
608,4566,2005-2,105,B
609,4566,2005-2,107,A-
610,4566,2005-2,108,A
611,4566,2002-2,292,A
612,4566,2003-1,175,A
613,4566,2003-2,279,C+
614,4566,2003-1,82,A
615,4566,2005-1,103,A-
616,4566,2004-1,88,B
617,4566,2002-2,285,A-
618,4566,2004-1,180,A-
619,4566,2005-1,102,B+
620,4584,2008-1,197,WF
621,4584,2008-1,81,C
622,4584,2009-1,180,WF
623,4584,2009-1,91,F
624,4584,2009-2,163,F
625,4584,2008-1,157,P
626,4584,2008-2,81,RE
627,4584,2008-2,243,RE
628,4584,2009-1,82,F
629,4584,2009-1,162,C
630,4584,2009-2,243,F
631,4584,2008-2,180,RE
632,4584,2008-2,202,RE
633,4584,2009-2,279,D+
634,4584,2008-1,175,C+
635,4584,2008-1,82,WP
636,4584,2008-2,162,RE
637,4584,2008-1,294,A
638,4602,2003-1,162,B
639,4602,2004-1,88,WP
640,4602,2004-1,104,B+
641,4602,2005-2,107,B
642,4602,2006-2,205,F
643,4602,2007-2,101,B+
644,4602,2007-2,205,C+
645,4602,2003-1,210,C
646,4602,2004-1,103,B
647,4602,2005-1,88,B+
648,4602,2007-2,243,A-
649,4602,2003-1,175,B+
650,4602,2003-1,82,D+
651,4602,2003-2,89,B+
652,4602,2004-1,82,A-
653,4602,2004-2,180,B
654,4602,2005-1,4,A-
655,4602,2007-2,100,WP
656,4602,2007-2,5,B
657,4602,2003-2,83,B+
658,4602,2004-1,180,D+
659,4602,2004-2,285,B+
660,4602,2005-1,128,B
661,4602,2005-2,205,WF
662,4602,2003-1,84,B
663,4602,2003-1,292,A
664,4602,2003-2,87,C+
665,4602,2003-2,213,C+
666,4602,2004-1,102,C+
667,4602,2004-2,197,C
668,4602,2005-1,102,B+
669,4602,2003-2,163,A-
670,4602,2004-2,87,A
671,4602,2004-2,279,B+
672,4602,2005-2,105,B+
673,4602,2005-2,106,B+
674,4602,2005-2,108,A
675,4639,2003-1,82,D
676,4639,2003-1,162,B+
677,4639,2003-1,210,D
678,4639,2003-2,83,B+
679,4639,2003-2,89,C+
680,4639,2005-1,84,B
681,4639,2005-2,107,C
682,4639,2003-2,87,B
683,4639,2003-2,163,B
684,4639,2004-1,180,C
685,4639,2005-2,105,A-
686,4639,2006-2,107,C+
687,4639,2004-2,197,C
688,4639,2004-2,285,B
689,4639,2005-1,88,B
690,4639,2005-2,106,B
691,4639,2005-2,108,B
692,4639,2007-2,205,D
693,4639,2003-1,84,B
694,4639,2003-1,292,A
695,4639,2003-2,213,D+
696,4639,2004-1,82,B+
697,4639,2004-2,210,C
698,4639,2006-2,205,F
699,4639,2004-1,88,WP
700,4639,2004-2,279,C+
701,4639,2005-2,205,WF
702,4639,2003-1,175,B+
703,4639,2004-1,102,B
704,4639,2004-1,103,C
705,4639,2004-1,104,A-
706,4639,2005-1,103,B+
707,4639,2006-1,202,C
708,4672,2003-1,82,B
709,4672,2003-1,162,B
710,4672,2003-1,210,C+
711,4672,2003-1,292,A
712,4672,2003-2,87,B
713,4672,2003-2,89,B
714,4672,2004-2,108,A
715,4672,2005-2,106,C+
716,4672,2004-1,205,WF
717,4672,2004-2,106,D+
718,4672,2003-1,175,B+
719,4672,2003-2,83,B
720,4672,2003-2,213,B+
721,4672,2003-3,105,A-
722,4672,2004-2,107,B+
723,4672,2005-1,88,C+
724,4672,2003-2,212,B
725,4672,2004-2,285,B
726,4672,2005-2,279,B+
727,4672,2003-2,163,C+
728,4672,2004-1,88,C
729,4672,2004-1,102,C+
730,4672,2004-1,103,C+
731,4672,2004-1,104,C+
732,4672,2004-1,180,C+
733,4672,2003-1,84,A-
734,4672,2004-2,205,C
735,4699,2004-2,292,A
736,4699,2004-2,180,B
737,4699,2004-2,197,WF
738,4699,2004-2,82,WP
739,4699,2004-2,84,C+
740,4699,2004-2,175,A-
741,4699,2004-2,272,WF
742,4706,2020-2,208,B+
743,4706,2021-1,73,A
744,4706,2021-2,75,A
745,4706,2021-2,78,B+
746,4706,2021-2,80,B
747,4706,2021-1,276,B
748,4706,2021-1,291,P
749,4706,2020-2,209,C
750,4706,2020-2,74,A-
751,4706,2021-2,215,B
752,4716,2005-2,82,A
753,4716,2005-3,266,B
754,4716,2004-2,83,B+
755,4716,2005-2,107,C
756,4716,2005-3,27,B+
757,4716,2006-1,61,NG
758,4716,2006-1,252,B
759,4716,2006-2,108,A
760,4716,2004-1,105,B+
761,4716,2004-1,197,C+
762,4716,2004-2,89,B
763,4716,2004-2,205,D
764,4716,2005-2,26,NG
765,4716,2006-1,256,B+
766,4716,2006-2,106,B
767,4716,2004-1,82,C+
768,4716,2004-1,163,B+
769,4716,2004-2,204,C
770,4716,2005-1,128,B
771,4716,2005-1,273,B+
772,4716,2005-2,10,B+
773,4716,2006-1,62,C
774,4716,2006-2,107,B+
775,4716,2004-2,272,B
776,4716,2005-1,88,WP
777,4716,2005-1,102,B+
778,4716,2005-1,103,B
779,4716,2005-2,27,F
780,4716,2005-3,26,NG
781,4716,2006-1,88,B+
782,4716,2006-1,254,C+
783,4716,2004-1,84,A
784,4716,2004-1,180,B+
785,4716,2005-1,104,A-
786,4716,2005-2,205,B
787,4751,2004-1,162,B
788,4751,2004-1,292,A-
789,4751,2004-1,202,WP
790,4751,2004-1,175,NG
791,4751,2004-1,81,F
792,4751,2004-1,197,WP
793,4751,2004-1,82,F
794,4758,2003-1,201,P
795,4758,2003-2,210,C
796,4758,2004-1,102,B
797,4758,2005-1,180,C
798,4758,2003-2,83,A-
799,4758,2003-3,81,A-
800,4758,2003-3,105,C+
801,4758,2004-1,82,B
802,4758,2004-1,88,B
803,4758,2004-2,87,A-
804,4758,2005-2,107,C
805,4758,2005-2,285,B
806,4758,2003-1,153,P
807,4758,2003-1,292,F
808,4758,2003-2,89,C
809,4758,2004-1,104,B+
810,4758,2004-2,213,D+
811,4758,2005-2,108,B
812,4758,2005-2,205,F
813,4758,2004-1,197,F
814,4758,2005-1,103,B+
815,4758,2003-1,175,B
816,4758,2004-1,162,C+
817,4758,2004-2,106,B+
818,4758,2005-1,197,B
819,4758,2003-1,82,D+
820,4758,2003-1,84,F
821,4758,2005-1,163,C+
822,4758,2005-1,292,A-
823,4758,2005-2,279,B
824,4788,2007-1,102,B
825,4788,2007-1,202,B+
826,4788,2007-1,88,WP
827,4788,2007-1,197,C+
828,4788,2007-1,175,B+
829,4788,2007-1,180,A
830,4788,2007-2,205,C+
831,4788,2007-2,89,C
832,4788,2007-2,243,A-
833,4788,2007-2,272,C+
834,4798,2003-1,82,C+
835,4798,2003-2,89,B+
836,4798,2003-2,83,B+
837,4798,2003-2,163,B
838,4798,2005-1,102,C+
839,4798,2005-2,106,D
840,4798,2005-2,197,B
841,4798,2004-1,104,A-
842,4798,2004-1,287,B
843,4798,2005-2,103,C
844,4798,2005-2,108,B
845,4798,2003-1,84,B+
846,4798,2003-1,162,B+
847,4798,2004-1,88,D+
848,4798,2004-2,107,C+
849,4798,2004-1,103,D+
850,4798,2005-1,197,WF
851,4798,2003-2,212,WP
852,4798,2004-2,106,D+
853,4798,2005-1,88,C+
854,4818,2003-1,162,F
855,4818,2003-1,210,D
856,4818,2003-1,175,C+
857,4818,2003-1,84,F
858,4818,2004-2,83,NG
859,4818,2004-2,163,NG
860,4818,2003-1,82,F
861,4818,2004-1,82,F
862,4818,2004-1,162,NG
863,4818,2003-1,292,NG
864,4818,2004-1,84,D+
865,4829,2003-2,89,B
866,4829,2003-2,212,C
867,4829,2003-3,105,A-
868,4829,2004-1,205,WF
869,4829,2005-1,88,D
870,4829,2008-1,88,C+
871,4829,2003-1,84,A-
872,4829,2003-1,210,B+
873,4829,2003-2,213,A-
874,4829,2003-2,87,B+
875,4829,2004-1,88,C
876,4829,2004-1,102,C+
877,4829,2004-2,108,B+
878,4829,2007-2,243,B
879,4829,2003-1,82,B+
880,4829,2003-1,292,A
881,4829,2003-2,83,B+
882,4829,2004-2,106,D
883,4829,2004-2,107,B
884,4829,2004-2,285,B
885,4829,2003-1,175,A-
886,4829,2003-2,163,C+
887,4829,2004-1,103,C
888,4829,2004-1,180,B
889,4829,2004-2,205,C+
890,4829,2005-1,103,B
891,4829,2005-2,106,D
892,4829,2003-1,162,B
893,4829,2004-1,104,B+
894,4829,2004-2,279,B+
895,4859,2007-1,175,B+
896,4859,2007-1,91,C+
897,4859,2007-3,218,B+
898,4859,2007-1,102,C+
899,4859,2007-2,101,B
900,4859,2007-2,104,A-
901,4859,2007-1,180,A-
902,4859,2007-1,279,C
903,4859,2007-2,122,B
904,4859,2007-1,218,D
905,4869,2003-1,82,F
906,4869,2003-1,292,A
907,4869,2003-2,163,NG
908,4869,2003-1,175,C+
909,4869,2003-1,210,WP
910,4869,2003-1,162,C
911,4869,2003-2,212,NG
912,4869,2003-2,279,NG
913,4869,2003-1,84,C
914,4869,2003-2,87,NG
915,4869,2003-2,210,NG
916,4880,2003-1,175,A-
917,4880,2003-1,84,A-
918,4880,2003-1,162,B+
919,4880,2003-2,87,A-
920,4880,2003-2,213,B+
921,4880,2004-1,180,C+
922,4880,2004-1,205,D
923,4880,2003-1,210,B
924,4880,2003-2,163,C+
925,4880,2003-2,212,C
926,4880,2004-1,103,C+
927,4880,2004-2,106,C
928,4880,2004-2,285,C+
929,4880,2003-2,89,B
930,4880,2004-1,102,C+
931,4880,2005-2,82,B
932,4880,2003-1,292,C+
933,4880,2003-2,83,A-
934,4880,2003-3,105,A-
935,4880,2004-2,107,C+
936,4880,2003-1,82,C
937,4880,2004-1,88,D
938,4880,2004-1,104,B+
939,4880,2004-2,279,C
940,4880,2005-1,88,B
941,4880,2004-2,108,A
942,4880,2005-2,106,C+
943,4920,2008-1,197,WF
944,4920,2008-1,91,A-
945,4920,2008-2,83,WF
946,4920,2008-2,89,A-
947,4920,2008-1,279,B+
948,4920,2008-2,104,A
949,4920,2008-1,82,B+
950,4920,2008-1,202,D
951,4920,2008-2,202,B+
952,4929,2008-1,175,A-
953,4929,2008-1,81,B
954,4929,2007-2,180,A-
955,4929,2007-2,279,C+
956,4929,2008-1,288,A
957,4934,2003-1,84,B+
958,4934,2007-1,180,B+
959,4934,2003-1,82,D+
960,4934,2003-2,89,C+
961,4934,2003-2,212,F
962,4934,2004-1,88,C
963,4934,2004-1,180,C+
964,4934,2004-1,205,C
965,4934,2006-2,83,B+
